District Name,Zone,Geographical Region,Development Region,Measure Names,Unit,Measure Values
Chitawan,Narayani,Terai,Central,Number of poor,35131,3331.9388
Chitawan,Narayani,Terai,Central,Number of poor,35122,419.8121
Chitawan,Narayani,Terai,Central,Number of poor,35121,1286.3055
Chitawan,Narayani,Terai,Central,Number of poor,35113,211.5088
Chitawan,Narayani,Terai,Central,Number of poor,35112,745.3116
Chitawan,Narayani,Terai,Central,Number of poor,35111,480.033
Chitawan,Narayani,Terai,Central,Number of poor,35103,2200.014
Chitawan,Narayani,Terai,Central,Number of poor,35102,433.472
Chitawan,Narayani,Terai,Central,Number of poor,35101,675.0464
Chitawan,Narayani,Terai,Central,Number of poor,35092,235.6065
Chitawan,Narayani,Terai,Central,Number of poor,35091,719.7498
Chitawan,Narayani,Terai,Central,Number of poor,35082,46.9334
Chitawan,Narayani,Terai,Central,Number of poor,35081,224.0571
Chitawan,Narayani,Terai,Central,Number of poor,35071,3265.4942
Chitawan,Narayani,Terai,Central,Number of poor,35063,4289.9466
Chitawan,Narayani,Terai,Central,Number of poor,35062,1117.643
Chitawan,Narayani,Terai,Central,Number of poor,35061,967.277
Chitawan,Narayani,Terai,Central,Number of poor,35052,4599.952
Chitawan,Narayani,Terai,Central,Number of poor,35051,842.9768
Chitawan,Narayani,Terai,Central,Number of poor,35043,387.7734
Chitawan,Narayani,Terai,Central,Number of poor,35042,485.3564
Chitawan,Narayani,Terai,Central,Number of poor,35041,1538.6535
Chitawan,Narayani,Terai,Central,Number of poor,35033,386.7446
Chitawan,Narayani,Terai,Central,Number of poor,35032,611.8176
Chitawan,Narayani,Terai,Central,Number of poor,35031,389.1862
Chitawan,Narayani,Terai,Central,Number of poor,35024,2264.5368
Chitawan,Narayani,Terai,Central,Number of poor,35023,738.243
Chitawan,Narayani,Terai,Central,Number of poor,35022,1136.3895
Chitawan,Narayani,Terai,Central,Number of poor,35021,352.422
Chitawan,Narayani,Terai,Central,Number of poor,35012,5146.0326
Chitawan,Narayani,Terai,Central,Number of poor,35011,2849.25
Chitawan,Narayani,Terai,Central,Severity of poverty,35141,0.0041
Chitawan,Narayani,Terai,Central,Severity of poverty,35134,0.0074
Chitawan,Narayani,Terai,Central,Severity of poverty,35133,0.0074
Chitawan,Narayani,Terai,Central,Severity of poverty,35132,0.0079
Chitawan,Narayani,Terai,Central,Severity of poverty,35131,0.0211
Chitawan,Narayani,Terai,Central,Severity of poverty,35122,0.0018
Chitawan,Narayani,Terai,Central,Severity of poverty,35121,0.0046
Chitawan,Narayani,Terai,Central,Severity of poverty,35113,0.001
Chitawan,Narayani,Terai,Central,Severity of poverty,35112,0.0023
Chitawan,Narayani,Terai,Central,Severity of poverty,35111,0.0011
Chitawan,Narayani,Terai,Central,Severity of poverty,35103,0.0067
Chitawan,Narayani,Terai,Central,Severity of poverty,35102,0.0017
Chitawan,Narayani,Terai,Central,Severity of poverty,35101,0.0014
Chitawan,Narayani,Terai,Central,Severity of poverty,35092,0.0006
Chitawan,Narayani,Terai,Central,Severity of poverty,35091,0.0012
Chitawan,Narayani,Terai,Central,Severity of poverty,35082,0.0003
Chitawan,Narayani,Terai,Central,Severity of poverty,35081,0.0009
Chitawan,Narayani,Terai,Central,Severity of poverty,35071,0.0008
Chitawan,Narayani,Terai,Central,Severity of poverty,35063,0.0327
Chitawan,Narayani,Terai,Central,Severity of poverty,35062,0.0093
Chitawan,Narayani,Terai,Central,Severity of poverty,35061,0.0043
Chitawan,Narayani,Terai,Central,Severity of poverty,35052,0.02
Chitawan,Narayani,Terai,Central,Severity of poverty,35051,0.0019
Chitawan,Narayani,Terai,Central,Severity of poverty,35043,0.0011
Chitawan,Narayani,Terai,Central,Severity of poverty,35042,0.0012
Chitawan,Narayani,Terai,Central,Severity of poverty,35041,0.0042
Chitawan,Narayani,Terai,Central,Severity of poverty,35033,0.0014
Chitawan,Narayani,Terai,Central,Severity of poverty,35032,0.0022
Chitawan,Narayani,Terai,Central,Severity of poverty,35031,0.0005
Chitawan,Narayani,Terai,Central,Severity of poverty,35024,0.0065
Chitawan,Narayani,Terai,Central,Severity of poverty,35023,0.0015
Chitawan,Narayani,Terai,Central,Severity of poverty,35022,0.0025
Chitawan,Narayani,Terai,Central,Severity of poverty,35021,0.0005
Chitawan,Narayani,Terai,Central,Severity of poverty,35012,0.0574
Chitawan,Narayani,Terai,Central,Severity of poverty,35011,0.0305
Chitawan,Narayani,Terai,Central,Poverty gap,35141,0.015
Chitawan,Narayani,Terai,Central,Poverty gap,35134,0.027000000000000003
Chitawan,Narayani,Terai,Central,Poverty gap,35133,0.0271
Chitawan,Narayani,Terai,Central,Poverty gap,35132,0.0283
Chitawan,Narayani,Terai,Central,Poverty gap,35131,0.0676
Chitawan,Narayani,Terai,Central,Poverty gap,35122,0.0075
Chitawan,Narayani,Terai,Central,Poverty gap,35121,0.0185
Chitawan,Narayani,Terai,Central,Poverty gap,35113,0.0044
Chitawan,Narayani,Terai,Central,Poverty gap,35112,0.0098
Chitawan,Narayani,Terai,Central,Poverty gap,35111,0.0049
Chitawan,Narayani,Terai,Central,Poverty gap,35103,0.026
Chitawan,Narayani,Terai,Central,Poverty gap,35102,0.0074
Chitawan,Narayani,Terai,Central,Poverty gap,35101,0.0063
Chitawan,Narayani,Terai,Central,Poverty gap,35092,0.0027
Chitawan,Narayani,Terai,Central,Poverty gap,35091,0.0054
Chitawan,Narayani,Terai,Central,Poverty gap,35082,0.0015
Chitawan,Narayani,Terai,Central,Poverty gap,35081,0.004
Chitawan,Narayani,Terai,Central,Poverty gap,35071,0.0033
Chitawan,Narayani,Terai,Central,Poverty gap,35063,0.1006
Chitawan,Narayani,Terai,Central,Poverty gap,35062,0.0343
Chitawan,Narayani,Terai,Central,Poverty gap,35061,0.0166
Chitawan,Narayani,Terai,Central,Poverty gap,35052,0.0652
Chitawan,Narayani,Terai,Central,Poverty gap,35051,0.0083
Chitawan,Narayani,Terai,Central,Poverty gap,35043,0.0049
Chitawan,Narayani,Terai,Central,Poverty gap,35042,0.0053
Chitawan,Narayani,Terai,Central,Poverty gap,35041,0.0165
Chitawan,Narayani,Terai,Central,Poverty gap,35033,0.0066
Chitawan,Narayani,Terai,Central,Poverty gap,35032,0.0092
Chitawan,Narayani,Terai,Central,Poverty gap,35031,0.0023
Chitawan,Narayani,Terai,Central,Poverty gap,35024,0.0249
Chitawan,Narayani,Terai,Central,Poverty gap,35023,0.0068
Chitawan,Narayani,Terai,Central,Poverty gap,35022,0.0105
Chitawan,Narayani,Terai,Central,Poverty gap,35021,0.0025
Chitawan,Narayani,Terai,Central,Poverty gap,35012,0.1573
Chitawan,Narayani,Terai,Central,Poverty gap,35011,0.0964
Chitawan,Narayani,Terai,Central,Percent of poor,35141,8.49
Chitawan,Narayani,Terai,Central,Percent of poor,35134,15.15
Chitawan,Narayani,Terai,Central,Percent of poor,35133,15.39
Chitawan,Narayani,Terai,Central,Percent of poor,35132,15.49
Chitawan,Narayani,Terai,Central,Percent of poor,35131,31.16
Chitawan,Narayani,Terai,Central,Percent of poor,35122,5.23
Chitawan,Narayani,Terai,Central,Percent of poor,35121,11.49
Chitawan,Narayani,Terai,Central,Percent of poor,35113,3.26
Chitawan,Narayani,Terai,Central,Percent of poor,35112,6.49
Chitawan,Narayani,Terai,Central,Percent of poor,35111,3.45
Chitawan,Narayani,Terai,Central,Percent of poor,35103,15.55
Chitawan,Narayani,Terai,Central,Percent of poor,35102,5.21
Chitawan,Narayani,Terai,Central,Percent of poor,35101,4.48
Chitawan,Narayani,Terai,Central,Percent of poor,35092,2.05
Chitawan,Narayani,Terai,Central,Percent of poor,35091,3.78
Chitawan,Narayani,Terai,Central,Percent of poor,35082,1.22
Chitawan,Narayani,Terai,Central,Percent of poor,35081,2.93
Chitawan,Narayani,Terai,Central,Percent of poor,35071,2.29
Chitawan,Narayani,Terai,Central,Percent of poor,35063,43.86
Chitawan,Narayani,Terai,Central,Percent of poor,35062,19.22
Chitawan,Narayani,Terai,Central,Percent of poor,35061,10.1
Chitawan,Narayani,Terai,Central,Percent of poor,35052,30.65
Chitawan,Narayani,Terai,Central,Percent of poor,35051,5.89
Chitawan,Narayani,Terai,Central,Percent of poor,35043,3.57
Chitawan,Narayani,Terai,Central,Percent of poor,35042,3.86
Chitawan,Narayani,Terai,Central,Percent of poor,35041,10.33
Chitawan,Narayani,Terai,Central,Percent of poor,35033,4.79
Chitawan,Narayani,Terai,Central,Percent of poor,35032,6.31
Chitawan,Narayani,Terai,Central,Percent of poor,35031,1.81
Chitawan,Narayani,Terai,Central,Percent of poor,35024,14.68
Chitawan,Narayani,Terai,Central,Percent of poor,35023,4.95
Chitawan,Narayani,Terai,Central,Percent of poor,35022,7.05
Chitawan,Narayani,Terai,Central,Percent of poor,35021,2.1
Chitawan,Narayani,Terai,Central,Percent of poor,35012,57.99
Chitawan,Narayani,Terai,Central,Percent of poor,35011,43.5
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35141,46653.87
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35134,33939.07
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35133,33030.536
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35132,33629.559
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35131,27450.717
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35122,42759.089000000014
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35121,36357.243
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35113,47932.407
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35112,43770.917
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35111,51639.668
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35103,32698.168
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35102,44315.166
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35101,45840.217
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35092,53387.553
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35091,48957.201
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35082,59480.24400000001
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35081,50322.193
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35071,63621.856
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35063,22525.475
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35062,30529.538
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35061,39745.676
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35052,27923.318
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35051,42157.563
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35043,49107.468
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35042,46636.367
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35041,36401.019
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35033,43222.891
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35032,40827.115
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35031,55501.962
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35024,33927.436
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35023,44199.058
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35022,40833.393
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35021,50564.503
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35012,19794.797
Chitawan,Narayani,Terai,Central,Average per capita consumption (NR),35011,22290.062
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73093,548.6378
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73092,647.9845
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73091,1489.9536
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73082,911.7228
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73081,2935.359000000001
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73072,3433.5672
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73071,2988.838
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73062,5658.0405
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73061,15778.3249
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73051,2263.844
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73042,1169.4464
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73041,3345.706
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73033,1320.2322
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73032,1425.0775
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73031,4358.2868
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73022,1827.0954
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73021,2459.896
Dadeldhura,Mahakali,Hill,Far-Western,Number of poor,73011,8327.1204
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73093,0.0159
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73092,0.0243
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73091,0.0393
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73082,0.0286
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73081,0.0566
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73072,0.0386
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73071,0.0591
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73062,0.0424
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73061,0.0442
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73051,0.0423
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73042,0.0331
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73041,0.0422
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73033,0.0349
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73032,0.0463
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73031,0.0724
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73022,0.04
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73021,0.0651
Dadeldhura,Mahakali,Hill,Far-Western,Severity of poverty,73011,0.0428
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73093,0.0487
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73092,0.0705
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73091,0.1038
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73082,0.0814
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73081,0.1439
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73072,0.106
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73071,0.1497
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73062,0.1134
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73061,0.1197
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73051,0.1159
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73042,0.0898
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73041,0.1115
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73033,0.0944
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73032,0.1188
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73031,0.1786
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73022,0.106
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73021,0.1599
Dadeldhura,Mahakali,Hill,Far-Western,Poverty gap,73011,0.1097
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73093,22.43
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73092,29.93
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73091,38.68
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73082,33.47
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73081,50.22
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73072,41.16
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73071,51.71
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73062,42.43
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73061,45.37
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73051,44.74
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73042,34.64
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73041,41.51
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73033,36.34
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73032,42.35
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73031,59.24
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73022,39.78
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73021,53.36
Dadeldhura,Mahakali,Hill,Far-Western,Percent of poor,73011,39.24
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73093,30198.62
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73092,27781.629
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73091,25159.343
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73082,26444.918
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73081,21742.395
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73072,24027.494
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73071,21507.063
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73062,23966.123
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73061,23107.614
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73051,22977.149
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73042,26611.542
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73041,23867.266
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73033,26187.512
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73032,24228.092
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73031,19385.075
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73022,24601.437
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73021,20871.063
Dadeldhura,Mahakali,Hill,Far-Western,Average per capita consumption (NR),73011,26960.125
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60121,7938.7992
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60113,2189.401
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60112,2327.104
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60111,4311.109
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60102,4848.0753
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60101,828.7230000000002
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60093,3512.14
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60092,7696.5658
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60091,6453.2072
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60084,1524.3543
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60083,2518.83
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60082,5701.6266
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60081,4905.5625
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60072,4006.97
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60071,5209.5999
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60062,1847.2974
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60061,1392.1908
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60054,583.2959999999998
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60053,1431.0309
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60052,2449.1735
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60051,1503.8848
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60044,697.3760000000002
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60043,1235.164
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60042,524.161
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60041,2564.5802
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60033,1652.8315
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60032,2156.076
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60031,4062.0154
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60024,1029.7339
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60023,654.6225
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60022,2502.5361
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60021,3985.857
Dailekh,Bheri,Hill,Mid-Western,Number of poor,60011,359.9883
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60121,0.0406
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60113,0.0266
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60112,0.0377
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60111,0.0386
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60102,0.0412
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60101,0.0236
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60093,0.0535
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60092,0.0395
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60091,0.0411
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60084,0.0214
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60083,0.0375
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60082,0.0303
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60081,0.0432
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60072,0.0344
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60071,0.0287
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60062,0.0302
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60061,0.0154
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60054,0.0082
Dailekh,Bheri,Hill,Mid-Western,Severity of poverty,60053,0.0224
